date,reunion,course,hippodrome,course_nom,discipline,heure,num,cheval,statut,cote_reference,cote_directe,favori,source,maj
2026-07-07,R2,C8,TONGRES,CROISE-LAROCHE,ATTELE,15:15,6,ULLYSSE DE FOSSES,PARTANT,,,,pmu,2026-07-07 14:27
2026-07-07,R2,C8,TONGRES,CROISE-LAROCHE,ATTELE,15:15,7,TITAN TWIN D'OR,PARTANT,,,,pmu,2026-07-07 14:27
2026-07-07,R2,C8,TONGRES,CROISE-LAROCHE,ATTELE,15:15,8,URIO HOUBLONNIER,PARTANT,,,,pmu,2026-07-07 14:27
2026-07-07,R2,C8,TONGRES,CROISE-LAROCHE,ATTELE,15:15,9,MELODY DYCO,PARTANT,,,,pmu,2026-07-07 14:27
2026-07-07,R2,C8,TONGRES,CROISE-LAROCHE,ATTELE,15:15,10,TORNADE DU GREY,PARTANT,,,,pmu,2026-07-07 14:27
2026-07-07,R2,C8,TONGRES,CROISE-LAROCHE,ATTELE,15:15,11,MAX DE SALTA,PARTANT,,,,pmu,2026-07-07 14:27
2026-07-07,R2,C8,TONGRES,CROISE-LAROCHE,ATTELE,15:15,12,TIMOUR DE SALTA,PARTANT,,,,pmu,2026-07-07 14:27
2026-07-07,R2,C8,TONGRES,CROISE-LAROCHE,ATTELE,15:15,13,TYBOR,PARTANT,,,,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,1,NOSTALGIE JIEL,PARTANT,15,23,,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,2,NUANCE D'ORGUEIL,PARTANT,"9,5",13,,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,3,NATHANIEL,PARTANT,79,123,,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,4,NIGHT HOUSE,PARTANT,108,132,,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,5,NEW LOOK DANICA,PARTANT,20,28,,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,6,NYMPHE MIKA,PARTANT,12,19,,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,7,NATSUMI QUEEN,PARTANT,24,34,,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,8,NECTAR DU LEARD,PARTANT,"7,7","8,1",,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,9,NAOS DE BANVILLE,PARTANT,38,56,,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,10,NECTARINE PIERJI,PARTANT,45,61,,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,11,NOMADE VRIE,PARTANT,8,"9,2",,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,12,NAZZARENO,PARTANT,"3,5","2,3",,pmu,2026-07-07 14:27
2026-07-07,R3,C1,LA CAPELLE,ROLLING D' HER.,MONTE,12:57,13,NINO D'AMOUR,PARTANT,"4,5","4,2",,pmu,2026-07-07 14:27
2026-07-07,R3,C2,LA CAPELLE,CTRE EQUESTRE,ATTELE,13:30,1,NAIADE DES FORGES,PARTANT,12,21,,pmu,2026-07-07 14:27
2026-07-07,R3,C2,LA CAPELLE,CTRE EQUESTRE,ATTELE,13:30,2,NYRO D'ERPION,PARTANT,35,48,,pmu,2026-07-07 14:27
2026-07-07,R3,C2,LA CAPELLE,CTRE EQUESTRE,ATTELE,13:30,3,NICE TER MEULEN,PARTANT,46,63,,pmu,2026-07-07 14:27
2026-07-07,R3,C2,LA CAPELLE,CTRE EQUESTRE,ATTELE,13:30,4,NATO JOSSELYN,PARTANT,"6,6","5,7",,pmu,2026-07-07 14:27
2026-07-07,R3,C2,LA CAPELLE,CTRE EQUESTRE,ATTELE,13:30,5,NEW EPATANTE,PARTANT,10,13,,pmu,2026-07-07 14:27
2026-07-07,R3,C2,LA CAPELLE,CTRE EQUESTRE,ATTELE,13:30,6,NEBULA DANICA,PARTANT,"7,6","7,3",,pmu,2026-07-07 14:27
2026-07-07,R3,C2,LA CAPELLE,CTRE EQUESTRE,ATTELE,13:30,7,NATASHA DES BAUX,PARTANT,42,76,,pmu,2026-07-07 14:27
2026-07-07,R3,C2,LA CAPELLE,CTRE EQUESTRE,ATTELE,13:30,8,NOLLY WOOD,PARTANT,"5,4","6,8",,pmu,2026-07-07 14:27
2026-07-07,R3,C2,LA CAPELLE,CTRE EQUESTRE,ATTELE,13:30,9,NOVA DU FER,PARTANT,"5,4","4,3",,pmu,2026-07-07 14:27
2026-07-07,R3,C2,LA CAPELLE,CTRE EQUESTRE,ATTELE,13:30,10,NARKOS DU PAIN,PARTANT,12,"9,4",,pmu,2026-07-07 14:27
2026-07-07,R3,C2,LA CAPELLE,CTRE EQUESTRE,ATTELE,13:30,11,NOSTALGIE DAIRPET,PARTANT,16,12,,pmu,2026-07-07 14:27
2026-07-07,R3,C2,LA CAPELLE,CTRE EQUESTRE,ATTELE,13:30,12,NANS DE FLEUR,PARTANT,"7,4","8,1",,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,1,MASTER KING,PARTANT,49,78,,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,2,MARCEL SEVEN,PARTANT,"1,8","2,3",,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,3,MAESTRO DE LOU,PARTANT,23,45,,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,4,MARIO DU CAIEU,PARTANT,24,41,,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,5,MOANA DE WALLIS,PARTANT,25,19,,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,6,MY LADY DE CAHOT,PARTANT,23,29,,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,7,MAKINA DANICA,PARTANT,122,210,,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,8,MAESTRO DE RETZ,PARTANT,"5,4","4,7",,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,9,MARVIN D'ALGOT,PARTANT,18,"7,8",,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,10,MINA DU VIVIER,PARTANT,21,18,,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,11,MISTERIOSO,PARTANT,12,"6,1",,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,12,METEORE ETOILE,PARTANT,66,73,,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,13,MAGE DES MONTS,PARTANT,37,47,,pmu,2026-07-07 14:27
2026-07-07,R3,C3,LA CAPELLE,ECOLE LADS JOCK,ATTELE,14:01,14,MILKA LIO,PARTANT,54,97,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,1,LIBERTY AVENUE,PARTANT,57,38,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,2,LIPTON DU VIVIER,NP,,,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,3,LE BOSS DANOVER,PARTANT,56,39,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,4,LOKI FACTIER,PARTANT,80,55,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,5,L'AMI LUC,PARTANT,40,24,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,6,L'AMOUR,PARTANT,"4,3",3,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,7,LA BELLE MIKA,PARTANT,26,17,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,8,LEAD ME ON,PARTANT,36,22,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,9,LAMSOU SAN,PARTANT,37,24,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,10,LARGINO BRAVOURE,PARTANT,21,"8,9",,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,11,LILI BROAY,PARTANT,279,163,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,12,LOVER DIVIN,PARTANT,254,165,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,13,LEONARD,PARTANT,102,60,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,14,LENNY DU PONT,PARTANT,144,107,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,15,L'ELITE DU CHOQUEL,PARTANT,73,51,,pmu,2026-07-07 14:27
2026-07-07,R3,C4,LA CAPELLE,G. & A. LEFEVRE,ATTELE,14:35,16,LUC PAASLOO,PARTANT,166,108,,pmu,2026-07-07 14:27
2026-07-07,R3,C5,LA CAPELLE,UN MEC D' HER.,ATTELE,15:10,1,LOUPIAC,PARTANT,"5,9","6,8",,pmu,2026-07-07 14:27
2026-07-07,R3,C5,LA CAPELLE,UN MEC D' HER.,ATTELE,15:10,2,LYANA D'ARC,PARTANT,"3,4","3,6",,pmu,2026-07-07 14:27
2026-07-07,R3,C5,LA CAPELLE,UN MEC D' HER.,ATTELE,15:10,3,LOVER JULMA,PARTANT,"7,3","5,9",,pmu,2026-07-07 14:27
2026-07-07,R3,C5,LA CAPELLE,UN MEC D' HER.,ATTELE,15:10,4,LOVELY JENILOU,PARTANT,20,23,,pmu,2026-07-07 14:27
2026-07-07,R3,C5,LA CAPELLE,UN MEC D' HER.,ATTELE,15:10,5,KATY'S TIME,PARTANT,12,13,,pmu,2026-07-07 14:27
2026-07-07,R3,C5,LA CAPELLE,UN MEC D' HER.,ATTELE,15:10,6,LAST DES BROUSSES,PARTANT,"6,8","5,4",,pmu,2026-07-07 14:27
2026-07-07,R3,C5,LA CAPELLE,UN MEC D' HER.,ATTELE,15:10,7,LUCIOLE DU VERTAIN,PARTANT,11,11,,pmu,2026-07-07 14:27
2026-07-07,R3,C5,LA CAPELLE,UN MEC D' HER.,ATTELE,15:10,8,LISSANDRA JIEL,PARTANT,23,24,,pmu,2026-07-07 14:27
2026-07-07,R3,C5,LA CAPELLE,UN MEC D' HER.,ATTELE,15:10,9,LOZEN DE BANVILLE,PARTANT,13,15,,pmu,2026-07-07 14:27
2026-07-07,R3,C5,LA CAPELLE,UN MEC D' HER.,ATTELE,15:10,10,L'ARC,PARTANT,31,42,,pmu,2026-07-07 14:27
2026-07-07,R3,C5,LA CAPELLE,UN MEC D' HER.,ATTELE,15:10,11,KRACK TER BLEKTE,PARTANT,50,61,,pmu,2026-07-07 14:27
2026-07-07,R3,C5,LA CAPELLE,UN MEC D' HER.,ATTELE,15:10,12,LADY PRINCESS,PARTANT,24,23,,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,1,IMMATERIEL D'AM,PARTANT,99,137,,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,2,JACKPOT DES MONTS,PARTANT,28,37,,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,3,JUNTA DES THIRONS,PARTANT,19,29,,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,4,JULIUS ECUS,PARTANT,47,46,,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,5,INCANTATOR,PARTANT,13,16,,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,6,IDUNN,PARTANT,19,21,,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,7,JEYMIXE,PARTANT,14,16,,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,8,JUNIOR DU CHERISAY,PARTANT,17,25,,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,9,JAVLAR,PARTANT,"3,4","3,5",,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,10,JEKILL ROCQ,PARTANT,"7,4","5,8",,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,11,IRINA DE MONTCEAU,PARTANT,14,21,,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,12,IRON SPIRIT,PARTANT,60,73,,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,13,JACADI BROUETS,PARTANT,10,12,,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,14,ISSI TOP,PARTANT,23,"8,1",,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,15,HEAVEN D'ECAJEUL,PARTANT,"7,8","7,6",,pmu,2026-07-07 14:27
2026-07-07,R3,C6,LA CAPELLE,GU D' HERIPRE,ATTELE,15:45,16,GALON D'AMIRAL,PARTANT,53,59,,pmu,2026-07-07 14:27
2026-07-07,R3,C7,LA CAPELLE,EURO RINGEAT,ATTELE,16:20,1,ILUCE DE BEAUCAMPS,PARTANT,23,23,,pmu,2026-07-07 14:27
2026-07-07,R3,C7,LA CAPELLE,EURO RINGEAT,ATTELE,16:20,2,INSERT DES MONTS,PARTANT,52,49,,pmu,2026-07-07 14:27
2026-07-07,R3,C7,LA CAPELLE,EURO RINGEAT,ATTELE,16:20,3,INSIDE,PARTANT,32,37,,pmu,2026-07-07 14:27
2026-07-07,R3,C7,LA CAPELLE,EURO RINGEAT,ATTELE,16:20,4,IROKO DU CAIEU,PARTANT,23,18,,pmu,2026-07-07 14:27
2026-07-07,R3,C7,LA CAPELLE,EURO RINGEAT,ATTELE,16:20,5,ILLICO DES BAUX,PARTANT,37,36,,pmu,2026-07-07 14:27
2026-07-07,R3,C7,LA CAPELLE,EURO RINGEAT,ATTELE,16:20,6,JARDIN DU ROI,PARTANT,"3,7","3,7",,pmu,2026-07-07 14:27
2026-07-07,R3,C7,LA CAPELLE,EURO RINGEAT,ATTELE,16:20,7,JASPE DU DOLLAR,PARTANT,"5,6","5,4",,pmu,2026-07-07 14:27
2026-07-07,R3,C7,LA CAPELLE,EURO RINGEAT,ATTELE,16:20,8,JUNKIES MINDS,PARTANT,"2,8","2,9",,pmu,2026-07-07 14:27
2026-07-07,R3,C7,LA CAPELLE,EURO RINGEAT,ATTELE,16:20,9,JOYEUX NONNA,PARTANT,14,14,,pmu,2026-07-07 14:27
2026-07-07,R3,C7,LA CAPELLE,EURO RINGEAT,ATTELE,16:20,10,INFIEL,PARTANT,"7,3","7,3",,pmu,2026-07-07 14:27
2026-07-07,R3,C8,LA CAPELLE,ECOLE MARECHAL.,ATTELE,16:55,1,ISIMONEY DU CHENE,PARTANT,"2,4","1,9",,pmu,2026-07-07 14:27
2026-07-07,R3,C8,LA CAPELLE,ECOLE MARECHAL.,ATTELE,16:55,2,JACK BELLI,NP,,,,pmu,2026-07-07 14:27
2026-07-07,R3,C8,LA CAPELLE,ECOLE MARECHAL.,ATTELE,16:55,3,JET SPE,PARTANT,10,15,,pmu,2026-07-07 14:27
2026-07-07,R3,C8,LA CAPELLE,ECOLE MARECHAL.,ATTELE,16:55,4,HETRE DU JOUR,PARTANT,29,32,,pmu,2026-07-07 14:27
2026-07-07,R3,C8,LA CAPELLE,ECOLE MARECHAL.,ATTELE,16:55,5,JOY EASTER,PARTANT,10,"8,1",,pmu,2026-07-07 14:27
2026-07-07,R3,C8,LA CAPELLE,ECOLE MARECHAL.,ATTELE,16:55,6,JUSTE DE MELLERAY,PARTANT,15,20,,pmu,2026-07-07 14:27
2026-07-07,R3,C8,LA CAPELLE,ECOLE MARECHAL.,ATTELE,16:55,7,IBLISS MAYBE,PARTANT,16,18,,pmu,2026-07-07 14:27
2026-07-07,R3,C8,LA CAPELLE,ECOLE MARECHAL.,ATTELE,16:55,8,JOYAUX DE REUX,PARTANT,15,10,,pmu,2026-07-07 14:27
2026-07-07,R3,C8,LA CAPELLE,ECOLE MARECHAL.,ATTELE,16:55,9,JOEYSTAR DE NIRO,PARTANT,35,54,,pmu,2026-07-07 14:27
2026-07-07,R3,C8,LA CAPELLE,ECOLE MARECHAL.,ATTELE,16:55,10,JIVE BOY,PARTANT,"5,5","7,9",,pmu,2026-07-07 14:27
2026-07-07,R3,C8,LA CAPELLE,ECOLE MARECHAL.,ATTELE,16:55,11,JUST LIKE A DREAM,PARTANT,"7,8",11,,pmu,2026-07-07 14:27
2026-07-07,R4,C1,AIX LES BAINS,L. ROUSSY DE S.,PLAT,17:30,1,UNFURLED,PARTANT,9,"8,9",,pmu,2026-07-07 14:27
2026-07-07,R4,C1,AIX LES BAINS,L. ROUSSY DE S.,PLAT,17:30,2,STUPEFIANTE,PARTANT,"5,9",7,,pmu,2026-07-07 14:27
2026-07-07,R4,C1,AIX LES BAINS,L. ROUSSY DE S.,PLAT,17:30,3,WICKBURY,PARTANT,"7,9","9,8",,pmu,2026-07-07 14:27
2026-07-07,R4,C1,AIX LES BAINS,L. ROUSSY DE S.,PLAT,17:30,4,THE CHARMER,PARTANT,16,14,,pmu,2026-07-07 14:27
2026-07-07,R4,C1,AIX LES BAINS,L. ROUSSY DE S.,PLAT,17:30,5,ELUSIVE GLORY,PARTANT,18,20,,pmu,2026-07-07 14:27
2026-07-07,R4,C1,AIX LES BAINS,L. ROUSSY DE S.,PLAT,17:30,6,RESOLUTION,NP,,,,pmu,2026-07-07 14:27
2026-07-07,R4,C1,AIX LES BAINS,L. ROUSSY DE S.,PLAT,17:30,7,CANDY CHERIE,PARTANT,"3,1","2,7",,pmu,2026-07-07 14:27
2026-07-07,R4,C1,AIX LES BAINS,L. ROUSSY DE S.,PLAT,17:30,8,BOOMERANG,PARTANT,"9,3",10,,pmu,2026-07-07 14:27
2026-07-07,R4,C1,AIX LES BAINS,L. ROUSSY DE S.,PLAT,17:30,9,CHIVERE,PARTANT,14,14,,pmu,2026-07-07 14:27
2026-07-07,R4,C1,AIX LES BAINS,L. ROUSSY DE S.,PLAT,17:30,10,TRIPTAJIKA,PARTANT,15,14,,pmu,2026-07-07 14:27
2026-07-07,R4,C1,AIX LES BAINS,L. ROUSSY DE S.,PLAT,17:30,11,CLEMENZA,PARTANT,11,10,,pmu,2026-07-07 14:27
2026-07-07,R4,C2,AIX LES BAINS,ALP ARROSAGE,PLAT,18:05,1,BASHA,PARTANT,"2,4","2,1",,pmu,2026-07-07 14:27
2026-07-07,R4,C2,AIX LES BAINS,ALP ARROSAGE,PLAT,18:05,2,HADITOUNI,PARTANT,27,20,,pmu,2026-07-07 14:27
2026-07-07,R4,C2,AIX LES BAINS,ALP ARROSAGE,PLAT,18:05,3,KINGSHIRE,PARTANT,16,19,,pmu,2026-07-07 14:27
2026-07-07,R4,C2,AIX LES BAINS,ALP ARROSAGE,PLAT,18:05,4,DINA QUEEN,PARTANT,14,14,,pmu,2026-07-07 14:27
2026-07-07,R4,C2,AIX LES BAINS,ALP ARROSAGE,PLAT,18:05,5,PERSIANROMY,PARTANT,12,13,,pmu,2026-07-07 14:27
2026-07-07,R4,C2,AIX LES BAINS,ALP ARROSAGE,PLAT,18:05,6,FILLE DE LOUISE,PARTANT,33,30,,pmu,2026-07-07 14:27
2026-07-07,R4,C2,AIX LES BAINS,ALP ARROSAGE,PLAT,18:05,7,ZENATA,PARTANT,70,91,,pmu,2026-07-07 14:27
2026-07-07,R4,C2,AIX LES BAINS,ALP ARROSAGE,PLAT,18:05,8,MOON BE STILL,PARTANT,29,28,,pmu,2026-07-07 14:27
2026-07-07,R4,C2,AIX LES BAINS,ALP ARROSAGE,PLAT,18:05,9,OTONIA,PARTANT,"3,4","4,2",,pmu,2026-07-07 14:27
2026-07-07,R4,C2,AIX LES BAINS,ALP ARROSAGE,PLAT,18:05,10,TASTEFUL,PARTANT,"7,1",7,,pmu,2026-07-07 14:27
2026-07-07,R4,C3,AIX LES BAINS,LA PARENTHESE,PLAT,18:47,1,NYMPHEAS,PARTANT,"2,8","1,9",,pmu,2026-07-07 14:27
2026-07-07,R4,C3,AIX LES BAINS,LA PARENTHESE,PLAT,18:47,2,OVER THE SKY,PARTANT,"7,3","9,5",,pmu,2026-07-07 14:27
2026-07-07,R4,C3,AIX LES BAINS,LA PARENTHESE,PLAT,18:47,3,ALEKSANDROVKA,PARTANT,"6,2","7,5",,pmu,2026-07-07 14:27
2026-07-07,R4,C3,AIX LES BAINS,LA PARENTHESE,PLAT,18:47,4,PULP FICTION,PARTANT,17,17,,pmu,2026-07-07 14:27
2026-07-07,R4,C3,AIX LES BAINS,LA PARENTHESE,PLAT,18:47,5,YODA,PARTANT,"6,5","7,8",,pmu,2026-07-07 14:27
2026-07-07,R4,C3,AIX LES BAINS,LA PARENTHESE,PLAT,18:47,6,VIDEO GAMES,PARTANT,"8,6","9,8",,pmu,2026-07-07 14:27
2026-07-07,R4,C3,AIX LES BAINS,LA PARENTHESE,PLAT,18:47,7,LIGHTIANA,PARTANT,"5,1",7,,pmu,2026-07-07 14:27
2026-07-07,R4,C3,AIX LES BAINS,LA PARENTHESE,PLAT,18:47,8,NANALA,NP,,,,pmu,2026-07-07 14:27
2026-07-07,R4,C4,AIX LES BAINS,LA SIBERIENNE,PLAT,19:18,1,CEDRUS,PARTANT,"6,4","7,9",,pmu,2026-07-07 14:27
2026-07-07,R4,C4,AIX LES BAINS,LA SIBERIENNE,PLAT,19:18,2,KERNO QUATZ,PARTANT,32,37,,pmu,2026-07-07 14:27
2026-07-07,R4,C4,AIX LES BAINS,LA SIBERIENNE,PLAT,19:18,3,BLANC BLEU,PARTANT,20,12,,pmu,2026-07-07 14:27
2026-07-07,R4,C4,AIX LES BAINS,LA SIBERIENNE,PLAT,19:18,4,LEPARD,PARTANT,"4,6","5,2",,pmu,2026-07-07 14:27
2026-07-07,R4,C4,AIX LES BAINS,LA SIBERIENNE,PLAT,19:18,5,DENISJONH,PARTANT,3,"2,7",,pmu,2026-07-07 14:27
2026-07-07,R4,C4,AIX LES BAINS,LA SIBERIENNE,PLAT,19:18,6,DAKOTA GIRL,PARTANT,13,13,,pmu,2026-07-07 14:27
2026-07-07,R4,C4,AIX LES BAINS,LA SIBERIENNE,PLAT,19:18,7,CALA ROSSA,PARTANT,"3,1","3,3",,pmu,2026-07-07 14:27
2026-07-07,R4,C5,AIX LES BAINS,BAOBAB,PLAT,19:48,1,EXPERTISE,PARTANT,"7,4","9,5",,pmu,2026-07-07 14:27
2026-07-07,R4,C5,AIX LES BAINS,BAOBAB,PLAT,19:48,2,MONSIEURVALCHOP,PARTANT,"7,7","9,1",,pmu,2026-07-07 14:27
2026-07-07,R4,C5,AIX LES BAINS,BAOBAB,PLAT,19:48,3,AMORE MIA,PARTANT,"9,1",11,,pmu,2026-07-07 14:27
2026-07-07,R4,C5,AIX LES BAINS,BAOBAB,PLAT,19:48,4,NOBLE COTAI,PARTANT,10,"6,6",,pmu,2026-07-07 14:27
2026-07-07,R4,C5,AIX LES BAINS,BAOBAB,PLAT,19:48,5,LOYAL PRINCE,PARTANT,13,16,,pmu,2026-07-07 14:27
2026-07-07,R4,C5,AIX LES BAINS,BAOBAB,PLAT,19:48,6,BOSQUET,PARTANT,"4,4","4,4",,pmu,2026-07-07 14:27
2026-07-07,R4,C5,AIX LES BAINS,BAOBAB,PLAT,19:48,7,GO JOHNNY GO GO GO,PARTANT,"7,1","5,4",,pmu,2026-07-07 14:27
2026-07-07,R4,C5,AIX LES BAINS,BAOBAB,PLAT,19:48,8,RISKI CHOPE,PARTANT,"7,1","6,4",,pmu,2026-07-07 14:27
2026-07-07,R4,C5,AIX LES BAINS,BAOBAB,PLAT,19:48,9,KAKHOVKA,PARTANT,"9,1",11,,pmu,2026-07-07 14:27
2026-07-07,R4,C6,AIX LES BAINS,AUDI JEAN LAIN,PLAT,20:18,1,RASSENI CHOP,PARTANT,22,25,,pmu,2026-07-07 14:27
2026-07-07,R4,C6,AIX LES BAINS,AUDI JEAN LAIN,PLAT,20:18,2,GO KEN GO,PARTANT,"5,3","5,2",,pmu,2026-07-07 14:27
2026-07-07,R4,C6,AIX LES BAINS,AUDI JEAN LAIN,PLAT,20:18,3,AMAZING GRACE,PARTANT,"7,2","8,2",,pmu,2026-07-07 14:27
2026-07-07,R4,C6,AIX LES BAINS,AUDI JEAN LAIN,PLAT,20:18,4,ASTREA,PARTANT,"4,3","3,9",,pmu,2026-07-07 14:27
2026-07-07,R4,C6,AIX LES BAINS,AUDI JEAN LAIN,PLAT,20:18,5,LARK,PARTANT,"5,8","6,2",,pmu,2026-07-07 14:27
2026-07-07,R4,C6,AIX LES BAINS,AUDI JEAN LAIN,PLAT,20:18,6,UNITED COLOR,PARTANT,16,13,,pmu,2026-07-07 14:27
2026-07-07,R4,C6,AIX LES BAINS,AUDI JEAN LAIN,PLAT,20:18,7,OBLENSKHY,PARTANT,"9,9",11,,pmu,2026-07-07 14:27
2026-07-07,R4,C6,AIX LES BAINS,AUDI JEAN LAIN,PLAT,20:18,8,MELODIE ITALIENNE,PARTANT,"9,3",11,,pmu,2026-07-07 14:27
2026-07-07,R4,C6,AIX LES BAINS,AUDI JEAN LAIN,PLAT,20:18,9,BENVENUTI,PARTANT,16,14,,pmu,2026-07-07 14:27
2026-07-07,R4,C6,AIX LES BAINS,AUDI JEAN LAIN,PLAT,20:18,10,SCHWANGAU,PARTANT,14,12,,pmu,2026-07-07 14:27
2026-07-07,R4,C7,AIX LES BAINS,FRANKEL CALIP.,PLAT,20:48,1,FLYING FLASH,PARTANT,12,15,,pmu,2026-07-07 14:27
